suid,id,ref_ffvl,nom,sous_nom,cp,ville,site_type,site_sous_type,pratiques,lat,lon,alt,acces,trajet_parcking,trajet_attero_deco,handi,orientation.x,vent_favo,vent_defavo,conditions_ideales,balise,webcam,signaletique,description.x,restrictions,reg_aerienne,dangers,numero_cross,date_modification,latitude,longitude,altitude,geometry,coordinates,@id,name,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description.y,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation.y,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
1320,39011,39A011A,PIC DE L'AIGLE,NA,39150,LA CHAUX DU DOMBIEF,vol,Atterrissage,NA,46.615,5.89806,831,NA,0,0,0,"N,S,O",N;S;O;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,88022,88D022A,SOCOURT,SOCOURT,88130,SOCOURT,vol,Décollage,parapente;delta;delta,48.3881,6.2494,348,Village de  Socourt situé à 5 km de Charmes (88),0,0,0,E,E;,NA,NA,NA,NA,NA,"Site technique, déconseillé par vent de Nord fort. Attention aux rouleaux pour pose au sommet
Période de Chasse  de septembre à janvier le matin. Respecter l'aire de décollage. Ne pas empiéter sur les parcelles avec mirabelliers.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,88022,88A022A,SOCOURT,NA,88130,SOCOURT,vol,Atterrissage,parapente;delta;delta,48.3873,6.25257,264,Village de Socout situé à 5 km de Charmes (88),0,0,0,E,E;,NA,NA,NA,NA,NA,"Site Technique déconseillé par vent de nord fort. Attention aux rouleaux au sommet

Remontée à pied fortement recommandée. Interdit du 1er mars au 15 juin - fenaison.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323,23001,23A001D,LE MAUPUY / GUERET,NA,23000,ST SULPICE LE GUERETOIS,vol,Atterrissage,parapente,46.1781,1.835,402,"Carte IGN GUERET
De la RN 145 sortir à GUERET puis au rond point Sud prendre de suite à droite direction la Rouderie. Au village tourner à droite. Prairies derrière la carrière des chevaux.
Du rond point de Courtille, prendre direction AFPA. Passer devant le centre. Au carrefour de la route de Guéret, prendre à gauche. Au rond point à gauche direction La Rouderie",0,0,0,NA,NA,NA,NA,NA,NA,NA,"Finesse 9
Utilisé en secours par vent fort.
Choisir le côté du terrain où il n'y a pas de bétail.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,23001,23A001C,LE MAUPUY / GUERET,NA,23000,ST SULPICE LE GUERETOIS,vol,Atterrissage,parapente;delta;delta,46.2667,1.8667,326,"Carte IGN GUERET
De la RN 145, sortir à Gueret Ouest puis prendre la direction de Guéret. A 500 m tourner à droite à hauteur du parc de l'équipement. Faire 500 m. L'atterro delta est derrière le centre AFPA sur le côté droit de la route. 
De Courtille suivre AFPA. Passer la ligne SNCF. L'atterro delta est à gauche avant le centre AFPA",0,0,0,N,N;,NA,NA,NA,NA,NA,"Grand terrain utilisé soit en culture, soit en prairie. Avant tout vol, s'assurer de la disponibilité du terrain (vaches, cultures)

Sinon pour les deltas poser en E à Allong, attention à la Finesse, ou poser en A/B mais terrain délicat en delta",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,55001,55D001,JOUY SOUS LES COTES,JOSELLE,55200,GEVILLE,vol,Décollage,parapente;0;0;0;0,48.7843,5.6803,358,Dans le village de Jouy sous les Côtes prendre la direction du plateau où se trouve la base ULM.,0,0,0,NE,NE;E,N;SE;S;SO;O;NO,ENE,NA,NA,1,"Panneau Cdvl54 http://www.nancyvollibre.com/images/sites_de_vol/Panneau-Jouy-sous-les-cotes.pdf
Ligne électrique de 20 000V à 150 m à droite du décollage et de l'attérissage
Attérissage en devers face au vent.",NA,NA,Ligne électrique de 20 000V à 150 m à droite du décollage et de l'attérissage,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,55001,55A001,JOUY SOUS LES COTES,NA,55200,GEVILLE,vol,Atterrissage,parapente,48.7847,5.6827,302,Champ situé à gauche sur la route entre Jouy sous les Côtes et Gironville sous les Côtes.,0,0,0,NE,NE;,NA,NA,NA,NA,NA,"Ligne électrique de 20 000V à 150 m à droite du décollage et de l'attérissage
Attérissage en devers face au vent.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,74035,74A035A,SAINT GERVAIS MONT BLANC,NA,74170,ST GERVAIS MONT BLANC,vol,Atterrissage,parapente,45.8844,6.71389,827,NA,0,0,0,NE,NE;,NA,NA,NA,NA,NA,Lignes électriques en amont de l'atterrissage / Atterrissage déconseillé l'après-midi parce que trop turbulent dans le vent de vallée,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,74035,74D035C,SAINT GERVAIS MONT BLANC,LA TETE DU MOTTEY,74170,ST GERVAIS MONT BLANC,vol,Décollage,parapente,45.8422,6.7,1889,Prendre la direction de St Nicolas de Véroce. Monter au dessus du plateau de la Croix de St Nicolas (jusqu'au bout de la route non goudronnée) Laisser la voiture sur le parking / Interdit de poursuivre en 4x4. Monter 15 mn à pied sur la piste de ski en face,0,0,0,"NE,E",NE;E;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,74035,74D035A,SAINT GERVAIS MONT BLANC,MONT PACCARD,74170,ST GERVAIS MONT BLANC,vol,Décollage,parapente,45.8953,6.72778,1256,Depuis St Gervais direction Mont Paccard jusqu'aux toilles. Puis 15mn à pied. L'accès 4x4 est interdit en juillet et août.,0,0,0,NE,NE;,NA,NA,NA,NA,NA,Thermique pouvant être fort dès sortie du décollage / Par tendance Sud sortie du décollae à déconseiller.,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,74035,74D035B,SAINT GERVAIS MONT BLANC,MONTJOUX,74170,ST GERVAIS MONT BLANC,vol,Décollage,parapente,45.8467,6.67611,1938,Prendre la télécabine du Bettex et du Mont d'Arbois,0,0,0,NE,NE;,NA,NA,NA,NA,NA,Attention au câble du retour de télésiège / déconseillé par vent fort,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,11006,11D006,PIC DE BRAU,PIC DE BRAU,11300,MAGRIE,vol,Décollage,parapente,43.0119,2.2256,593,"CARTE IGN (TOP25) 2347OT

A 2 km de Magrie, en direction de Bouriège (Sud) prendre la piste qui monte à gauche au niveau du panneau ""le Moulin"". Elle traverse une ancienne carrière puis monte pendant un moment pour déboucher sur un plateau. On continue la piste pour passer à droite des éoliennes et atteindre le pic de Brau. Le Décollage est au bout de la poste qui descend à gauche (environ 200 m)",10,30,0,NA,N;NE,E;SE;S;SO;O,"CARTE IGN (TOP25) 2347OT A 2 km de Magrie, en direction de Bouriège (Sud) prendre la piste qui monte à gauche au niveau du panneau ""le Moulin"". Elle traverse une ancienne carrière puis monte pendant un moment pour déboucher sur un plateau. On continue la piste pour passer à droite des éoliennes et atteindre le pic de Brau. Le Décollage est au bout de la poste qui descend à gauche (environ 200 m)",http://www.balisemeteo.com/balise.php?idBalise=27,NA,1,"Aucune restriction d'utilisation pour ce site. 
Il y a un couloir aérien militaire qui passe une paire de kms en avant du relief (au Nord).

Finesse 5 nécessaire pour arriver à l'atterrissage. 
Les 3/4 du vol se faisant en ascendance dynamique, cela ne pose en général aucun problème. Mais en cas de conditions défavorables (vent nul), il ne faut pas trop laisser descendre devant le décollage si on veut atteindre l'atterrissage avec un peu de marge.

Atterrissage légèrement petit situé entre les vignes.","Aucune restriction d'utilisation pour ce site. Il y a un couloir aérien militaire qui passe une paire de kms en avant du relief (au Nord). Finesse 5 nécessaire pour arriver à l'atterrissage. Les 3/4 du vol se faisant en ascendance dynamique, cela ne pose en général aucun problème. Mais en cas de conditions défavorables (vent nul), il ne faut pas trop laisser descendre devant le décollage si on veut atteindre l'atterrissage avec un peu de marge. Atterrissage légèrement petit situé entre les vignes.",NA,"Aucune restriction d'utilisation pour ce site. Il y a un couloir aérien militaire qui passe une paire de kms en avant du relief (au Nord). Finesse 5 nécessaire pour arriver à l'atterrissage. Les 3/4 du vol se faisant en ascendance dynamique, cela ne pose en général aucun problème. Mais en cas de conditions défavorables (vent nul), il ne faut pas trop laisser descendre devant le décollage si on veut atteindre l'atterrissage avec un peu de marge. Atterrissage légèrement petit situé entre les vignes.",NA,2020-03-25 13:48:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,11006,11A006,PIC DE BRAU,NA,11300,MAGRIE,vol,Atterrissage,parapente,43.0147,2.2075,267,"CARTE IGN (TOP25) 2347OT

A 2 km de Magrie, en direction de Bouriège (Sud) prendre la piste qui monte à gauche au niveau du panneau ""le Moulin"". Elle traverse une ancienne carrière puis monte pendant un moment pour déboucher sur un plateau. On continue la piste pour passer à droite des éoliennes et atteindre le pic de Brau. Le Décollage est au bout de la poste qui descend à gauche (environ 200 m)",0,0,0,TOUTES,N;NE;E;SE;S;SO;O;NO,NA,NA,NA,NA,NA,"Aucune restriction d'utilisation pour ce site. 
Il y a un couloir aérien militaire qui passe une paire de kms en avant du relief (au Nord).

Finesse 5 nécessaire pour arriver à l'atterrissage. 
Les 3/4 du vol se faisant en ascendance dynamique, cela ne pose en général aucun problème. Mais en cas de conditions défavorables (vent nul), il ne faut pas trop laisser descendre devant le décollage si on veut atteindre l'atterrissage avec un peu de marge.

Atterrissage légèrement petit situé entre les vignes.",NA,NA,.,NA,2020-03-25 13:51:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,69007,69D007A,LA LIOUFFE,LA LIOUFFE,69490,ANCY,vol,Décollage,parapente;0;0,45.8385,4.4949,709,"LYON par la RN7 vers PONCHARRA/TURDINE puis D27 vers ST FORGEUX et TEILLOUX - LA CROIX DU CRET- LA LIOUFFE.

Cartes : 2931 EST L'ARBRESLE
             2931 OUEST TARARE

Balise sur fréquence FFVL : site de la Liouffe",0,0,0,NA,N;NE,E;SE;S;SO;O;NO,"Thermodynamique jusqu' à 20 km/h (moyenne indiquée par la balise)
Bonnes conditions également en fin de journée d'été (larges thermiques et restitution)
Possibilité de repose dans les prés en arrière du décollage, suivant la hauteur de l'herbe.",NA,NA,1,"Décollage peu pentu avec des arbres 
Atterrissage travers pente faible
Lignes électriques vers atterrissages

Turbulences par NW fort","Sans restrictions
","TMA Lyon Saint-Exupery 
Altitude maxi : 1950 m
","Arbres en sortie de décollage et lignes électriques et téléphoniques à surveiller
",NA,2013-09-29 17:49:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,69002,69A002,LA LIOUFFE,TEILLOUX / LA LIOUFFE,69490,ANCY,vol,Atterrissage,parapente;0;0,45.8433,4.4927,581,"LYON par la RN7 vers PONCHARRA/TURDINE puis D27 vers ST FORGEUX et TEILLOUX - LA CROIX DU CRET- LA LIOUFFE.

Cartes : 2931 EST L'ARBRESLE
             2931 OUEST TARARE

Balise sur fréquence FFVL : site de la Liouffe",0,0,0,NA,N;NE;NO,E;SE;S;SO;O,"BRISES,VENTS METEO 20KM/H MAXI",NA,NA,1,"Atterrissage travers avec pente faible
Lignes électriques vers atterrissages

Turbulences pour NW fort",BIEN REFERMER LES CLÔTURES POUR BOVINS,IDEM DECOLLAGE,"LIGNES ELECTRIQUES
TRES TURBULENT PAR VENT DE NW",NA,2014-02-24 16:27:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,33003,33D003,PYLA GAILLOUNEYS,Les Gaillouneys - Pyla,33620,LA TESTE DE BUCH,vol,Décollage,parapente;delta,44.5674,-1.231,24,"La pratique en groupe est soumise à l'inscription préalable avec enregistrement des moniteurs et pratiquants: voir modalités sur https://parapilat.com/

Accès site des Gaillouneys : Par le parking de la plage du Petit Nice

Accès site Robinson : Par le chemin marqué ""vers plage Robinson depuis le bord de route D218 entre Pyla Camping et Camping Panorama",10,0,0,NA,N;O;NO,NE;E;SE;S;SO,NO entre 14 et 22 km/h indiqués par la balise,http://www.balisemeteo.com/balise.php?idBalise=64,http://www.viewsurf.com/univers/plage/vue/2292-france-aquitaine-la-teste-de-buch-panovideo,0,"Site des Gaillouneys : Depuis le parking du Petit Nice, suivre ""Accès Plage""
Accès au décollage par la plage vers le nord ou par la forêt. 
Suivant l'orientation du vent, décollage dans la combe Ouest juste avant les blockhaus.  Ou dans la combe Nord juste après. Respectez ces décollages pour préserver le site des effondrements de sable et végétation.
Surtout ne pas décoller avant la clôture en châtaignier flanquée dans la dune  perpendiculairement à la côte, à mi-chemin entre le parking et le décollage. Domaine de l'ONF, carnet à souche prêt.
En période estivale la zone de vol vers le sud est rigoureusement interdite à partir du panneau ""abeille"" de la plage surveillée. Vous pouvez être verbalisé pour un posé après le panneau.    

Site Robinson : Longer à pied le Pyla-camping sur votre droite, 10mn,la plateforme de décollage est au bout. Bien que sur un terrain privé (comme une grande partie de la dune) elle n'est pas réservée. Toutefois, faites preuve de courtoisie sans vous imposer.
Les 2 sites sont sur-fréquentés en période estivale
Casque, accélérateur obligatoires.
Vers la droite ou le nord, la grande dune vous offre de l'espace pour vos entraînements près du sol, la pente est faible. 
Vers le Sud, ça monte. 

Partout, appliquez les règles de priorité avec bon sens, n'envoyez pas les biplaceurs au tapis. Restez courtois dans tous les cas.
Volez bien chaussé (morceaux de ferraille dans le sable)
Ne pas voler au dessus du relief par vent de + de 20 km/h.

Protégez ce site fragile, évitez de piétiner les oyats, de faire descendre inutilement le sable. 
Ce site est sous votre responsabilité de pratiquant. Il est également classé à toutes sortes de patrimoines, c'est dire que si nous sommes admirés pour nos pratiques harmonieuses les institutions voudraient nous cantonner à des zones très restreintes. De notre comportement dépend l'avenir de notre liberté de vol. 

Merci de consulter la page web : https://parapilat.com/","Le survol des plages surveillées est interdit.
Pas de vols dans le secteur de la Corniche sauf pour les deltaplanes. 
L'atterrissage sur la plage hors des zones réservées n'est pas autorisé en période estivale.
Les wagas ne sont tolérés que s'ils ne gênent pas la pratique courante.","Zone d'activité aérienne intense interdite lorsqu'elle est active.
Tolérance pour le parapente.(à compléter)","Encombrement fréquent,
Risques de reculade,
objets blessants dans le sable",NA,2020-04-06 17:15:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,33003,33A003,PYLA GAILLOUNEYS,atterro,33620,LA TESTE DE BUCH,vol,Atterrissage,parapente;delta,44.5672,-1.2353,2,"La pratique en groupe est soumise à l'inscription préalable avec enregistrement des moniteurs et pratiquants: voir modalités sur https://parapilat.com/

Accès site des Gaillouneys : Par le parking de la plage du Petit Nice

Accès site Robinson : Par le chemin marqué ""vers plage Robinson depuis le bord de route D218 entre Pyla Camping et Camping Panorama",0,0,0,NA,NA,NA,NA,http://www.balisemeteo.com/balise.php?idBalise=64,NA,0,"Site surfrequenté en péridode estivale
Casque, accélérateur obligatoires
Voler bien chaussé (morceaux de ferraille dans le sable)
Ne pas voler au dessus du relief par vent de + de 20 km/h.

Ne pas voler au dessus de al plage du petit nice.
Ne pas piétiner les oyats.",NA,NA,.,NA,2020-04-06 17:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13292,13007,13D007B,CUGES LES PINS,LA PUJADE,13780,CUGES LES PINS,vol,Décollage,parapente;delta,43.2748,5.6663,498,Prendre contact avec l'école locale ou le club.,20,20,0,NA,E;SE,N;NE;S;SO;O;NO,EST SUD EST,http://www.balisemeteo.com/balise.php?idBalise=2000,NA,0,"Attention, ce site n'est actuellement pas fréquenté. L'aménagement n'est peut-être pas propice à l'acrtivité.",NA,"TMA MARSEILLE PROVENCE 6, FL45",Neant,NA,2020-03-29 15:43:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
